34.2,28.1,41.9
44.9,20.5,37.9
41.7,13.7,38.9
40.3,15.3,52.3
36.6,19.6,48.5
33.5,16.1,43.2
31.8,13.7,47.1
31.8,16.5,55.3
46.3,25.4,39.9
39.4,26.1,32.9
52.7,24.7,41.6
41.3,20.2,39.1
54.4,26.9,34.1
47.6,20.3,39.4
39.4,20.4,41.4
48.6,21.1,43.6
40.4,25.9,44.1
43.3,24.3,43.7
49.7,19.2,41.4
30.4,14.6,44.2
36.9,23.6,51.9
50.5,19.2,41.3
34.1,14.9,18.6

